0,0,0,0,0,1,16,352,0
0,0,0,0,0,1,16,352,0
0,0,0,0,0,1,16,352,0
0,0,0,0,0,1,16,352,0
0,0,0,0,0,1,16,352,0
0,0,0,0,0,1,17,352,0
0,0,0,0,0,1,17,352,0
0,0,0,0,0,1,18,352,0
0,0,0,0,0,1,19,352,0
0,0,0,0,0,1,20,352,0
0,0,0,0,0,1,21,352,0
0,0,0,0,0,1,22,352,0
0,0,0,0,0,1,23,352,0
0,0,0,0,0,1,24,352,0
0,0,0,0,0,1,25,352,0
0,0,0,0,0,1,26,352,0
0,0,0,0,0,1,28,352,0
0,0,0,0,0,1,29,352,0
0,0,0,0,0,1,30,352,0
0,0,0,0,0,1,31,352,0
0,0,0,0,0,1,33,352,0
0,0,0,0,0,1,34,352,0
0,0,0,0,0,1,35,352,0
0,0,0,0,0,1,36,352,0
0,0,0,0,0,1,38,352,0
0,0,0,0,0,1,39,352,0
0,0,0,0,0,1,40,352,0
0,0,0,0,0,1,41,352,0
0,0,0,0,0,1,42,352,0
0,0,0,0,0,1,44,352,0
0,0,0,0,0,1,45,352,0
0,0,0,0,0,1,46,352,0
0,0,0,0,0,1,47,352,0
0,0,0,0,0,1,49,352,0
0,0,0,0,0,1,50,352,0
0,0,0,0,0,1,51,352,0
0,0,0,0,0,1,52,352,0
0,0,0,0,0,1,54,352,0
0,0,0,0,0,1,55,352,0
0,0,0,0,0,1,56,352,0
0,0,0,0,0,1,57,352,0
0,0,0,0,0,1,59,352,0
0,0,0,0,0,1,60,352,0
0,0,0,0,0,1,61,352,0
0,0,0,0,0,1,62,352,0
0,0,0,0,0,1,64,352,0
0,0,0,0,0,1,65,352,0
0,0,0,0,0,1,66,352,0
0,0,0,0,0,1,67,352,0
0,0,0,0,0,1,68,352,0
0,0,0,0,0,1,70,352,0
0,0,0,0,0,1,71,352,0
0,0,0,0,0,1,72,352,0
0,0,0,0,0,1,73,352,0
0,0,0,0,0,1,75,352,0
0,0,0,0,0,1,76,352,0
0,0,0,0,0,1,77,352,0
0,0,0,0,0,1,78,352,0
0,0,0,0,0,1,80,352,0
0,0,0,0,0,1,81,352,0
0,0,0,0,0,1,82,352,0
0,0,0,0,0,1,83,352,0
0,0,0,0,0,1,85,352,0
0,0,0,0,0,1,86,352,0
0,0,0,0,0,1,87,352,0
0,0,0,0,0,1,88,352,0
0,0,0,0,0,1,89,352,0
0,0,0,0,0,1,91,352,0
0,0,0,0,0,1,92,352,0
0,0,0,0,0,1,93,352,0
0,0,0,0,0,1,94,352,0
0,0,0,0,0,1,96,352,0
0,0,0,0,0,1,97,352,0
0,0,0,0,0,1,98,352,0
0,0,0,0,0,1,99,352,0
0,0,0,0,0,1,101,352,0
0,0,0,0,0,1,102,352,0
0,0,0,0,0,1,103,352,0
0,0,0,0,0,1,104,352,0
0,0,0,0,0,1,106,352,0
0,0,0,0,0,1,107,352,0
0,0,0,0,0,1,108,352,0
0,0,0,0,0,1,109,352,0
0,0,0,0,0,1,110,352,0
0,0,0,0,0,1,112,352,0
0,0,0,0,0,1,113,352,0
0,0,0,0,0,1,114,352,0
0,0,0,0,0,1,115,352,0
0,0,0,0,0,1,117,352,0
0,0,0,0,0,1,118,352,0
0,0,0,0,0,1,119,352,0
0,0,0,0,0,1,120,352,0
0,0,0,0,0,1,122,352,0
0,0,0,0,0,1,123,352,0
0,0,0,0,0,1,124,352,0
0,0,0,0,0,1,125,352,0
0,0,0,0,0,1,127,352,0
0,0,0,0,0,1,128,352,0
0,0,0,0,0,1,129,352,0
0,0,0,0,0,1,130,352,0
0,0,0,0,0,1,132,352,0
0,0,0,0,0,1,133,352,0
