16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
16,352,0
17,352,0
17,352,0
18,352,0
19,352,0
20,352,0
